player,nationality,position,team,age,games,games_starts,minutes,goals,assists,pens_made,xg,xg_assist
Alexsandro Ribeiro,br BRA,DF,fr Lille,24,10,10,900,0,1,0,0.5,0.3
Declan Rice,eng ENG,MF,eng Arsenal,25,13,12,"1,002",4,2,0,1.8,1.2
Fabian Rieder,ch SUI,"FW,MF",de Stuttgart,22,8,1,245,1,3,0,0.9,0.5
Rodrigo Riquelme,es ESP,"MF,DF",es Atlético Madrid,24,5,1,147,0,0,0,0.1,0.3
Stefan Ristovski,mk MKD,DF,hr Dinamo Zagreb,32,8,7,651,0,2,0,0.0,0.8
Dmytro Riznyk,ua UKR,GK,ua Shakhtar,25,8,8,720,0,0,0,0.0,0.1
Andrew Robertson,sct SCO,DF,eng Liverpool,30,8,6,550,0,1,0,0.4,0.7
Milan Rodić,rs SRB,DF,rs Red Star,33,3,1,91,0,0,0,0.0,0.0
Rodri,es ESP,MF,eng Manchester City,28,1,1,90,0,0,0,0.0,0.0
Rodrygo,br BRA,"MF,FW",es Real Madrid,23,12,10,875,5,2,0,2.3,2.4
Marko Rog,hr CRO,MF,hr Dinamo Zagreb,29,7,4,364,0,1,0,0.1,0.1
Morgan Rogers,eng ENG,"MF,FW",eng Aston Villa,22,12,12,"1,022",4,2,0,3.1,2.5
Benjamín Rollheiser,ar ARG,"MF,FW",pt Benfica,24,6,1,93,0,0,0,0.1,0.2
Zaid Romero,ar ARG,DF,be Club Brugge,24,1,0,33,0,0,0,0.0,0.0
Oriol Romeu,es ESP,MF,es Girona,32,6,5,446,0,0,0,0.1,0.2
Marten de Roon,nl NED,MF,it Atalanta,33,10,10,873,0,1,0,0.1,0.9
Mathias Ross,dk DEN,DF,cz Sparta Prague,23,1,1,90,0,0,0,0.0,0.0
Anthony Rouault,fr FRA,DF,de Stuttgart,23,7,7,620,0,0,0,0.4,0.7
Jonas Rouhi,se SWE,DF,it Juventus,20,1,0,1,0,0,0,0.0,0.0
Albion Rrahmani,xk KVX,FW,cz Sparta Prague,23,6,4,325,1,0,0,0.3,0.3
Antonio Rüdiger,de GER,DF,es Real Madrid,31,13,13,"1,187",2,0,0,1.7,0.2
Matteo Ruggeri,it ITA,DF,it Atalanta,22,6,3,297,0,0,0,0.3,0.5
Abel Ruiz,es ESP,FW,es Girona,24,3,2,145,0,0,0,0.0,0.5
Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,28,17,14,"1,145",1,4,0,1.1,2.3
Julian Ryerson,no NOR,DF,de Dortmund,26,12,11,955,0,0,0,0.3,1.9
Matěj Ryneš,cz CZE,"MF,DF",cz Sparta Prague,23,7,6,522,0,0,0,0.1,0.5
Kyriani Sabbe,be BEL,DF,be Club Brugge,19,6,3,238,1,0,0,0.1,0.1
Marcel Sabitzer,at AUT,MF,de Dortmund,30,11,10,842,0,0,0,1.3,0.8
Lukáš Sadílek,cz CZE,MF,cz Sparta Prague,28,6,3,304,0,1,0,0.1,0.2
Matvei Safonov,ru RUS,GK,fr Paris S-G,25,2,2,180,0,0,0,0.0,0.0
Osame Sahraoui,ma MAR,"FW,MF",fr Lille,23,9,5,454,2,1,0,0.8,0.5
Ismael Saibari,ma MAR,MF,nl PSV Eindhoven,23,10,8,723,3,1,0,3.1,1.5
Bukayo Saka,eng ENG,"FW,MF",eng Arsenal,22,9,9,760,6,2,1,4.4,3.3
Ibrahim Salah,ma MAR,"FW,MF",fr Brest,22,6,0,71,0,0,0,0.0,0.2
Mohamed Salah,eg EGY,FW,eng Liverpool,32,9,9,806,3,4,1,5.0,3.4
William Saliba,fr FRA,DF,eng Arsenal,23,11,11,990,0,0,0,0.3,0.0
Mohammed Salisu,gh GHA,DF,fr Monaco,25,6,5,478,1,0,0,0.2,0.0
Lazar Samardzic,rs SRB,MF,it Atalanta,22,8,2,293,1,1,0,1.2,1.6
Mama Samba Baldé,gw GNB,"FW,MF",fr Brest,28,9,5,451,0,1,0,1.3,0.3
Renato Sanches,pt POR,MF,pt Benfica,26,4,1,146,0,0,0,0.1,0.0
Leroy Sané,de GER,"FW,MF",de Bayern Munich,28,13,6,635,1,0,0,1.8,0.6
Nuno Santos,pt POR,DF,pt Sporting CP,29,2,2,161,1,0,0,0.1,0.1
Tiago Santos,pt POR,DF,fr Lille,22,2,1,117,0,0,0,0.0,0.0
Sávio,br BRA,"FW,MF",eng Manchester City,20,9,7,576,1,1,0,1.5,0.9
Nicolò Savona,it ITA,DF,it Juventus,21,7,5,426,0,0,0,0.3,0.0
Kyriakos Savvidis,gr GRE,MF,sk Slovan Bratislava,29,8,7,601,0,1,0,0.0,0.7
Liam Scales,ie IRL,DF,sct Celtic,25,6,4,371,1,0,0,0.2,0.0
Giorgio Scalvini,it ITA,DF,it Atalanta,20,1,0,36,0,0,0,0.0,0.0
Kjell Scherpen,nl NED,GK,at Sturm Graz,24,6,6,540,0,0,0,0.0,0.0
Patrik Schick,cz CZE,FW,de Leverkusen,28,8,4,408,1,0,0,2.1,0.2
Andreas Schjelderup,no NOR,FW,pt Benfica,20,7,6,402,0,0,0,0.6,0.9
Alexander Schlager,at AUT,GK,at RB Salzburg,28,4,4,335,0,1,0,0.0,0.0
Nico Schlotterbeck,de GER,DF,de Dortmund,24,12,12,"1,080",0,1,0,0.5,0.4
Jeffrey Schlupp,gh GHA,DF,sct Celtic,31,2,1,116,0,0,0,0.0,0.0
Kasper Schmeichel,dk DEN,GK,sct Celtic,37,10,10,900,0,0,0,0.0,0.0
Konstantin Schopp,at AUT,DF,at Sturm Graz,18,1,0,1,0,0,0,0.0,0.0
Jerdy Schouten,nl NED,MF,nl PSV Eindhoven,27,7,7,566,1,0,0,0.1,0.1
Nicolas Seiwald,at AUT,"MF,DF",de RB Leipzig,23,7,4,406,0,1,0,0.0,1.3
Javier Serrano,es ESP,MF,es Atlético Madrid,21,1,0,45,0,0,0,0.0,0.0
Benjamin Šeško,si SVN,FW,de RB Leipzig,21,8,6,520,4,0,1,3.6,0.1
Adam Sevinsky,cz CZE,DF,cz Sparta Prague,20,1,1,90,0,0,0,0.0,0.1
Joaquin Seys,be BEL,DF,be Club Brugge,19,10,9,767,0,0,0,0.0,0.0
Zuberu Sharani,gh GHA,"DF,MF",sk Slovan Bratislava,24,5,3,283,0,0,0,0.0,0.0
Danylo Sikan,ua UKR,FW,ua Shakhtar,23,5,4,219,1,0,0,0.4,0.2
André Silva,pt POR,FW,de RB Leipzig,28,4,1,86,0,0,0,0.2,0.0
António Silva,pt POR,DF,pt Benfica,20,9,8,725,0,0,0,0.4,0.0
Bernardo Silva,pt POR,"MF,FW",eng Manchester City,29,9,9,763,0,0,0,1.0,0.6
Caio Henrique Oliveira Silva,br BRA,DF,fr Monaco,27,8,5,486,0,0,0,0.2,0.9
Rui Silva,pt POR,GK,pt Sporting CP,30,2,2,180,0,0,0,0.0,0.0
Abdallah Sima,sn SEN,FW,fr Brest,23,9,6,508,3,0,0,2.5,0.6
Giuliano Simeone,ar ARG,"MF,DF",es Atlético Madrid,21,9,7,567,1,2,0,0.7,1.4
João Simões,pt POR,MF,pt Sporting CP,17,5,3,234,0,1,0,0.2,0.9
Xavi Simons,nl NED,MF,de RB Leipzig,21,5,4,335,0,0,0,0.8,0.7
Jahmai Simpson-Pusey,eng ENG,DF,eng Manchester City,18,2,1,112,0,0,0,0.0,0.1
Wilfried Singo,ci CIV,DF,fr Monaco,23,6,6,507,2,1,0,0.5,0.5
Hugo Siquet,be BEL,"DF,FW",be Club Brugge,22,4,0,73,0,0,0,0.0,0.0
Michał Skóraś,pl POL,"MF,DF",be Club Brugge,24,5,0,121,0,0,0,0.0,0.3
Łukasz Skorupski,pl POL,GK,it Bologna,33,7,7,630,0,0,0,0.0,0.0
Andreas Skov Olsen,dk DEN,"FW,MF",be Club Brugge,24,6,5,366,0,0,0,1.1,0.4
Aymen Sliti,nl NED,FW,nl Feyenoord,18,1,1,62,0,0,0,0.1,0.0
Gijs Smal,nl NED,"DF,MF",nl Feyenoord,26,11,8,715,0,2,0,0.0,0.6
Rhodri Smith,ch SUI,DF,ch Young Boys,17,1,0,29,0,0,0,0.0,0.0
Markus Solbakken,no NOR,MF,cz Sparta Prague,24,4,1,87,0,0,0,0.0,0.1
Jhon Solis,co COL,MF,es Girona,19,5,0,100,0,0,0,0.0,0.0
Yann Sommer,ch SUI,GK,it Inter,35,14,14,"1,290",0,0,0,0.0,0.0
Uroš Spajić,rs SRB,DF,rs Red Star,31,7,7,630,0,0,0,0.0,0.1
Dario Špikić,hr CRO,"FW,MF",hr Dinamo Zagreb,25,5,2,186,1,0,0,0.1,0.1
Jerry St. Juste,nl NED,DF,pt Sporting CP,27,6,3,291,0,0,0,0.0,0.0
Josip Stanišić,hr CRO,DF,de Bayern Munich,24,6,4,421,0,0,0,0.6,0.4
Calvin Stengs,nl NED,"MF,FW",nl Feyenoord,25,3,1,81,0,0,0,0.0,0.0
Pascal Stenzel,de GER,DF,de Stuttgart,28,5,2,132,0,0,0,0.0,0.1
Taras Stepanenko,ua UKR,MF,ua Shakhtar,34,6,1,122,0,0,0,0.0,0.0
Artem Stepanov,ua UKR,FW,de Leverkusen,16,2,0,19,0,0,0,0.0,0.0
Leonidas Stergiou,ch SUI,DF,de Stuttgart,22,4,0,55,0,0,0,0.0,0.2
Raheem Sterling,eng ENG,FW,eng Arsenal,29,6,3,298,0,2,0,1.5,0.8
Angelo Stiller,de GER,MF,de Stuttgart,23,8,8,693,1,0,0,1.1,1.0
Luka Stojkovic,hr CRO,"MF,FW",hr Dinamo Zagreb,20,6,3,264,0,0,0,0.4,0.1
John Stones,eng ENG,"DF,MF",eng Manchester City,30,6,5,363,1,2,0,0.7,0.4
Dávid Strelec,sk SVK,FW,sk Slovan Bratislava,23,8,8,669,2,0,1,3.0,0.3
Cristhian Stuani,uy URU,FW,es Girona,37,8,2,283,0,0,0,1.6,0.1
Martin Suchomel,cz CZE,"DF,MF",cz Sparta Prague,21,3,0,24,0,0,0,0.0,0.0
Petar Sucic,hr CRO,MF,hr Dinamo Zagreb,20,3,3,263,2,0,0,1.3,0.1
Heorhiy Sudakov,ua UKR,MF,ua Shakhtar,21,8,8,700,2,1,1,2.4,1.3
Niklas Süle,de GER,DF,de Dortmund,28,5,3,283,0,0,0,0.0,0.0
Daniel Svensson,se SWE,DF,de Dortmund,22,4,4,351,0,0,0,0.1,0.4
Wojciech Szczęsny,pl POL,GK,es Barcelona,34,8,8,750,0,0,0,0.0,0.0
Dominik Szoboszlai,hu HUN,MF,eng Liverpool,23,9,7,635,1,1,0,1.0,0.7
Július Szöke,sk SVK,MF,sk Slovan Bratislava,28,3,1,111,0,0,0,0.0,0.0
Asger Sørensen,dk DEN,DF,cz Sparta Prague,28,4,4,360,0,0,0,0.0,0.0
Alexander Sørloth,no NOR,FW,es Atlético Madrid,28,8,2,293,0,0,0,2.1,0.1
Jonathan Tah,de GER,DF,de Leverkusen,28,10,10,900,0,0,0,0.2,0.1
Dominik Takáč,sk SVK,GK,sk Slovan Bratislava,25,8,8,720,0,0,0,0.0,0.5
Chemsdine Talbi,be BEL,FW,be Club Brugge,19,11,7,548,2,1,0,1.1,0.5
Edmond Tapsoba,bf BFA,DF,de Leverkusen,25,9,7,671,0,0,0,0.3,0.1
Mehdi Taremi,ir IRN,FW,it Inter,32,12,7,714,1,3,1,1.9,1.8
Greg Taylor,sct SCO,DF,sct Celtic,26,8,8,572,0,1,0,0.0,0.4
Aurélien Tchouaméni,fr FRA,"MF,DF",es Real Madrid,24,11,10,797,0,0,0,0.2,0.2
Mathys Tel,fr FRA,"MF,FW",de Bayern Munich,19,3,1,92,0,0,0,0.6,0.2
Nathan Tella,ng NGA,"FW,MF",de Leverkusen,25,7,4,328,1,0,0,1.2,0.5
Marc-André ter Stegen,de GER,GK,es Barcelona,32,1,1,90,0,0,0,0.0,0.0
Filippo Terracciano,it ITA,"DF,MF",it Milan,21,2,0,61,0,0,0,0.0,0.0
Martin Terrier,fr FRA,MF,de Leverkusen,27,4,1,105,0,1,0,0.0,0.2
Aleksa Terzić,rs SRB,DF,at RB Salzburg,24,6,5,400,0,0,0,0.0,0.1
Jordan Teze,nl NED,"MF,DF",fr Monaco,24,3,0,67,0,0,0,0.1,0.0
Kévin Théophile-Catherine,fr FRA,DF,hr Dinamo Zagreb,34,7,7,630,0,1,0,0.1,0.0
Malick Thiaw,de GER,DF,it Milan,22,5,4,337,1,1,0,0.6,0.6
Khéphren Thuram,fr FRA,MF,it Juventus,23,9,5,485,0,0,0,0.3,0.0
Marcus Thuram,fr FRA,FW,it Inter,26,14,11,949,4,1,0,3.3,1.2
Cheikh Tidiane Niasse,sn SEN,"MF,DF",ch Young Boys,24,5,4,341,0,1,0,0.1,0.1
Youri Tielemans,be BEL,MF,eng Aston Villa,27,12,12,"1,041",2,3,0,0.8,1.9
Kieran Tierney,sct SCO,"FW,DF",eng Arsenal,27,5,1,121,0,0,0,0.0,0.2
Guus Til,nl NED,"MF,FW",nl PSV Eindhoven,26,12,8,769,0,2,0,1.9,1.3
Malik Tillman,us USA,"MF,FW",nl PSV Eindhoven,22,6,6,533,3,2,0,0.5,1.4
Jurriën Timber,nl NED,DF,eng Arsenal,23,13,10,848,1,1,0,0.6,1.4
Quinten Timber,nl NED,MF,nl Feyenoord,23,7,7,595,0,1,0,0.3,0.2
Vinicius Tobias,br BRA,DF,ua Shakhtar,20,3,2,210,0,0,0,0.0,0.0
Marko Tolić,hr CRO,MF,sk Slovan Bratislava,28,7,5,458,1,1,0,0.3,0.7
Rafael Tolói,it ITA,DF,it Atalanta,33,4,2,212,0,0,0,0.0,0.0
Fikayo Tomori,eng ENG,DF,it Milan,26,7,6,564,0,1,0,0.1,0.1
Pablo Torre,es ESP,"FW,MF",es Barcelona,21,2,0,21,0,0,0,0.4,0.0
Raúl Torrente,es ESP,DF,hr Dinamo Zagreb,22,6,6,540,0,0,0,0.0,0.0
Ferrán Torres,es ESP,FW,es Barcelona,24,11,3,426,3,1,0,3.1,0.5
Pau Torres,es ESP,DF,eng Aston Villa,27,9,7,680,0,2,0,0.6,0.0
Lorenzo Torriani,it ITA,GK,it Milan,19,1,0,40,0,0,0,0.0,0.0
Ousmane Toure,fr FRA,DF,fr Lille,19,1,1,45,0,0,0,0.0,0.0
Gernot Trauner,at AUT,DF,nl Feyenoord,32,9,7,659,1,1,0,0.4,0.5
Francisco Trincão,pt POR,"MF,FW",pt Sporting CP,24,9,9,787,0,1,0,1.0,0.9
Leandro Trossard,be BEL,FW,eng Arsenal,29,14,6,668,2,2,0,2.7,0.7
Anatolii Trubin,ua UKR,GK,pt Benfica,22,12,12,"1,080",0,0,0,0.0,0.0
Auston Trusty,us USA,DF,sct Celtic,25,10,9,816,0,0,0,0.2,0.1
Kostas Tsimikas,gr GRE,DF,eng Liverpool,28,6,5,443,0,1,0,0.3,1.0
Viktor Tsyhankov,ua UKR,FW,es Girona,26,5,5,325,0,0,0,0.8,0.7
Indrit Tuci,al ALB,FW,cz Sparta Prague,23,2,0,44,0,0,0,0.0,0.0
Christos Tzolis,gr GRE,"FW,MF",be Club Brugge,22,12,12,932,1,2,0,2.1,2.5
Ayase Ueda,jp JPN,FW,nl Feyenoord,25,8,4,384,2,0,0,1.7,0.0
Filip Ugrinic,ch SUI,MF,ch Young Boys,25,7,7,597,0,1,0,0.2,1.1
Sven Ulreich,de GER,GK,de Bayern Munich,35,1,0,45,0,0,0,0.0,0.0
Deniz Undav,de GER,"FW,MF",de Stuttgart,28,6,6,420,1,1,0,1.8,1.5
Dayot Upamecano,fr FRA,DF,de Bayern Munich,25,11,11,990,0,0,0,0.9,0.4
Kacper Urbanski,pl POL,"MF,FW",it Bologna,19,4,3,211,0,0,0,0.2,0.0
Jonas Urbig,de GER,GK,de Bayern Munich,20,4,3,303,0,0,0,0.0,0.0
Josha Vagnoman,de GER,"DF,FW",de Stuttgart,23,7,7,540,1,1,0,0.8,0.4
Álex Valle,es ESP,DF,sct Celtic,20,5,1,212,0,1,0,0.0,0.3
Federico Valverde,uy URU,"MF,DF",es Real Madrid,26,14,14,"1,235",0,3,0,0.4,2.6
Virgil van Dijk,nl NED,DF,eng Liverpool,33,9,9,840,1,0,0,0.7,0.0
Hans Vanaken,be BEL,"MF,FW",be Club Brugge,31,12,12,"1,080",1,1,1,1.6,1.3
Vanderson,br BRA,DF,fr Monaco,23,9,9,778,0,2,0,0.1,0.8
Maarten Vandevoordt,be BEL,GK,de RB Leipzig,22,2,2,180,0,0,0,0.0,0.0
Lucas Vázquez,es ESP,DF,es Real Madrid,33,10,6,575,1,1,0,0.5,1.1
Joey Veerman,nl NED,MF,nl PSV Eindhoven,25,8,5,545,0,3,0,0.8,1.2
Renato Veiga,pt POR,DF,it Juventus,21,2,2,101,0,0,0,0.0,0.0
Romeo Vermant,be BEL,"FW,MF",be Club Brugge,20,5,0,56,0,0,0,0.1,0.0
Arthur Vermeeren,be BEL,MF,de RB Leipzig,19,7,4,336,0,0,0,0.0,0.0
Hugo Vetlesen,no NOR,"MF,FW",be Club Brugge,24,7,1,184,0,1,0,0.8,0.1
Pau Victor,es ESP,FW,es Barcelona,22,6,0,53,0,0,0,0.0,0.2
Peter Vindahl Jensen,dk DEN,GK,cz Sparta Prague,26,8,8,720,0,0,0,0.0,0.0
Alan Virginius,fr FRA,"FW,MF",ch Young Boys,21,7,2,298,0,1,0,0.1,0.2
Martin Vitík,cz CZE,DF,cz Sparta Prague,21,8,8,720,0,0,0,0.4,0.0
Vitinha,pt POR,MF,fr Paris S-G,24,17,16,"1,447",2,2,1,2.3,2.1
Dušan Vlahović,rs SRB,FW,it Juventus,24,9,6,548,4,1,1,3.2,1.0
Siemen Voet,be BEL,DF,sk Slovan Bratislava,24,3,3,255,0,0,0,0.2,0.0
Matúš Vojtko,sk SVK,DF,sk Slovan Bratislava,23,1,0,12,0,0,0,0.0,0.0
Stefan de Vrij,nl NED,DF,it Inter,32,9,8,687,0,0,0,0.2,0.0
Kyle Walker,eng ENG,DF,eng Manchester City,34,2,1,103,0,0,0,0.0,0.0
Kyle Walker,eng ENG,DF,it Milan,34,2,2,180,0,0,0,0.1,0.1
Ollie Watkins,eng ENG,FW,eng Aston Villa,28,12,9,695,1,4,0,3.2,2.6
Timothy Weah,us USA,"DF,FW",it Juventus,24,9,5,558,1,1,0,0.1,1.2
Vladimír Weiss,sk SVK,"FW,MF",sk Slovan Bratislava,34,3,2,145,0,0,0,0.2,0.0
Timon Wellenreuther,de GER,GK,nl Feyenoord,28,11,10,955,0,0,0,0.0,0.0
Ben White,eng ENG,DF,eng Arsenal,26,9,4,335,0,0,0,0.1,0.2
Tomáš Wiesner,cz CZE,"DF,MF",cz Sparta Prague,27,7,6,505,0,0,0,0.2,0.2
Kevin Wimmer,at AUT,DF,sk Slovan Bratislava,31,5,5,450,1,0,0,0.2,0.0
Florian Wirtz,de GER,"MF,FW",de Leverkusen,21,9,9,759,6,1,1,3.6,2.2
Axel Witsel,be BEL,DF,es Atlético Madrid,35,4,3,271,0,0,0,0.0,0.0
Gregory Wüthrich,ch SUI,DF,at Sturm Graz,29,4,4,279,0,0,0,0.0,0.0
Granit Xhaka,ch SUI,MF,de Leverkusen,31,10,9,818,0,0,0,0.5,0.7
Antal Yaakobishvili,hu HUN,DF,es Girona,20,1,1,90,0,0,0,0.0,0.0
Malick Yalcouye,ci CIV,"MF,FW",at Sturm Graz,18,8,7,618,0,0,0,0.2,0.3
Lamine Yamal,es ESP,FW,es Barcelona,17,13,13,"1,094",5,3,0,4.2,2.1
Erencan Yardimci,tr TUR,FW,at Sturm Graz,22,5,0,101,0,0,0,0.1,0.0
Kenan Yıldız,tr TUR,"FW,MF",it Juventus,19,10,8,665,1,1,0,0.6,0.3
Seol Young-woo,kr KOR,DF,rs Red Star,25,8,8,700,0,3,0,0.2,0.5
Dan-Axel Zagadou,fr FRA,DF,de Stuttgart,25,1,0,2,0,0,0,0.0,0.0
Danijel Zagorac,hr CRO,GK,hr Dinamo Zagreb,37,3,3,270,0,0,0,0.0,0.0
Warren Zaïre-Emery,fr FRA,MF,fr Paris S-G,18,13,6,605,1,0,0,1.2,0.4
Denis Zakaria,ch SUI,MF,fr Monaco,27,7,7,613,1,0,1,0.9,0.1
Nicola Zalewski,pl POL,"MF,DF",it Inter,22,2,0,38,0,0,0,0.1,0.0
Nicolò Zaniolo,it ITA,"FW,MF",it Atalanta,25,7,0,133,1,0,0,1.0,0.1
Davide Zappacosta,it ITA,DF,it Atalanta,32,9,8,697,0,5,0,1.1,3.3
Gjivai Zechiël,nl NED,MF,nl Feyenoord,20,2,0,46,0,0,0,0.0,0.0
Jaroslav Zelený,cz CZE,DF,cz Sparta Prague,31,5,3,298,0,0,0,0.1,0.1
Ramiz Zerrouki,dz ALG,MF,nl Feyenoord,26,4,1,114,0,0,0,0.1,0.0
Edon Zhegrova,xk KVX,"FW,MF",fr Lille,25,5,3,363,1,1,0,0.4,0.8
Piotr Zieliński,pl POL,MF,it Inter,30,10,6,588,0,1,0,1.4,0.7
Oleksandr Zinchenko,ua UKR,"DF,MF",eng Arsenal,27,6,2,194,1,0,0,0.2,0.6
Luck Zogbé,ci CIV,DF,fr Brest,19,1,1,90,0,0,0,0.0,0.2
Tanguy Zoukrou,fr FRA,DF,ch Young Boys,21,3,3,270,0,0,0,0.0,0.0
Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar,27,8,7,532,2,1,0,1.3,1.0
Lovro Zvonarek,hr CRO,"MF,FW",at Sturm Graz,19,6,0,140,0,0,0,0.3,0.1
Martin Ødegaard,no NOR,MF,eng Arsenal,25,11,9,797,3,1,0,1.9,1.5
Łukasz Łakomy,pl POL,MF,ch Young Boys,23,7,5,444,1,0,0,0.3,0.2
